Region,Date,Tempmax,Tempmin,Temperature,Feelslikemax,Feelslikemin,Feelslike,Dew,Humidity,Precipitation,Precipprob,Precipcover,Preciptype,Snow,Snowdepth,Windgust,Windspeed,Winddir,Sealevelpressure,Cloudcover,Visibility,Solarradiation,Solarenergy,Uvindex,Severerisk,Sunrise,Sunset,Moonphase,Conditions,Description,Icon,Stations
auvergne rhone alpes,2018-12-18,11,-0.6,5.3,11,-2.6,4.6,1.3,77.9,0,0,0,,0,0,63.1,35.1,171.1,1023.6,41.1,27.5,35,3,2,,2018-12-18T08:16:56,2018-12-18T16:57:32,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999,07385099999"
auvergne rhone alpes,2018-12-19,11.4,5.7,8.9,11.4,3.9,7.8,5.1,77.9,10.921,100,45.83,rain,0,0,58.7,33.9,174.6,1018.1,98,38.3,13.4,1.1,1,,2018-12-19T08:17:33,2018-12-19T16:57:55,0.39,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2018-12-20,8.6,3,6,6.5,0.4,3.8,3.2,82.8,0.01,100,8.33,rain,0,0,27.5,17.3,177.8,1022.5,79.1,24.5,40.8,3.5,2,,2018-12-20T08:18:08,2018-12-20T16:58:20,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2018-12-21,10.7,5.9,8.8,10.7,3.5,6.9,4.8,76,5.696,100,41.67,rain,0,0,59.5,36.3,181.3,1023.7,97,40.3,9.8,0.9,1,,2018-12-21T08:18:40,2018-12-21T16:58:48,0.46,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999,07385099999"
auvergne rhone alpes,2018-12-22,11.8,9.4,10.7,11.8,9.4,10.7,8.2,84.8,2.686,100,29.17,rain,0,0,37,24.2,188.9,1026.2,95.6,27.4,26.3,2.2,1,,2018-12-22T08:19:11,2018-12-22T16:59:18,0.5,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2018-12-23,12.4,7.8,9.9,12.4,7.2,9.8,8.6,91.9,0.01,100,4.17,rain,0,0,15.3,7.2,133.7,1028.5,96.9,10.7,28.1,2.4,1,,2018-12-23T08:19:38,2018-12-23T16:59:51,0.53,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2018-12-24,12.8,5.9,9.9,12.8,2.3,9,7.5,84.7,0.053,100,25,rain,0,0,43.6,23.2,345.3,1028.7,95.9,34.8,22.7,1.9,1,,2018-12-24T08:20:03,2018-12-24T17:00:26,0.56,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2018-12-25,5.1,1,3.2,2.8,-2.1,0.8,0.5,82.4,0,0,0,,0,0,31.1,16.9,352.2,1034.5,94.6,21.3,39.3,3.2,3,,2018-12-25T08:20:26,2018-12-25T17:01:04,0.59,Overcast,Cloudy skies throughout the day.,cloudy,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2018-12-26,3.9,0.3,1.7,2.5,-1.6,0.7,-0.8,83.3,0,0,0,,0,0,14.6,7.9,270.7,1033.2,92,8.6,18,1.4,1,,2018-12-26T08:20:45,2018-12-26T17:01:44,0.63,Overcast,Cloudy skies throughout the day.,cloudy,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2018-12-27,4.4,-0.8,0.6,4.4,-2.5,0.2,-0.9,90.1,0,0,0,,0,0,11,6.9,133.8,1029.4,90.5,3,28.8,2.4,2,,2018-12-27T08:21:03,2018-12-27T17:02:27,0.66,Overcast,Cloudy skies throughout the day.,cloudy,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2018-12-28,4.6,-0.1,2.3,3.2,-2,1.3,0.9,90.8,0,0,0,,0,0,17.6,11.6,345.1,1030.9,97.9,4.3,32.8,2.9,2,,2018-12-28T08:21:17,2018-12-28T17:03:12,0.7,Overcast,Cloudy skies throughout the day.,cloudy,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2018-12-29,4.3,1,2.9,2.2,-2.5,-0.5,-0.6,78,0,0,0,,0,0,30.4,18.6,355,1035.7,99.5,11.5,29,2.4,1,,2018-12-29T08:21:29,2018-12-29T17:03:59,0.75,Overcast,Cloudy skies throughout the day.,cloudy,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999,07385099999"
auvergne rhone alpes,2018-12-30,5.9,0.8,3.1,2.2,-2.6,-0.2,0.8,85.5,0,0,0,,0,0,35.3,22.5,350.8,1036.7,99.5,12.6,39.7,3.5,3,,2018-12-30T08:21:39,2018-12-30T17:04:49,0.77,Overcast,Cloudy skies throughout the day.,cloudy,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2018-12-31,7,4,5.4,3.9,0.7,2.2,3.1,85.2,0,0,0,,0,0,31,21.7,340.9,1035.7,100,27.3,32.4,2.9,2,,2018-12-31T08:21:45,2018-12-31T17:05:40,0.8,Overcast,Cloudy skies throughout the day.,cloudy,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2019-01-01,6.8,5.9,6.4,5.1,2.7,3.9,3.9,84.3,0.012,100,8.33,rain,0,0,30.4,18.3,347,1034,99.9,23.3,11.2,0.9,1,,2019-01-01T08:21:49,2019-01-01T17:06:34,0.84,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2019-01-02,6.4,2.4,5,3.1,-2.1,0.9,-0.3,69.9,0,0,0,,0,0,54.5,36,354,1035.2,60.8,35.2,40.7,3.5,3,,2019-01-02T08:21:51,2019-01-02T17:07:30,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2019-01-03,4.5,-0.3,1.8,-0.4,-4.8,-2.9,-3.7,68.4,0,0,0,,0,0,46.4,29.9,349.3,1036.1,19.9,34.3,49.2,4.2,3,,2019-01-03T08:21:49,2019-01-03T17:08:27,0.91,Clear,Clear conditions throughout the day.,clear-day,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2019-01-04,5.1,-0.4,1.8,0.9,-4.9,-2.5,-2.9,71.7,0,0,0,,0,0,38.2,24.1,347.6,1036.2,52.8,19.9,50,4.3,3,,2019-01-04T08:21:45,2019-01-04T17:09:27,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2019-01-05,3.9,0.8,2.6,-0.2,-3.7,-1.8,-0.6,79.7,0.006,100,4.17,rain,0,0,38.4,26.7,341.5,1035.9,90.6,11.6,20.5,1.6,1,,2019-01-05T08:21:39,2019-01-05T17:10:29,0.98,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"07475099999,07481099999,E8103,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2019-01-06,4.2,3,3.5,-0.1,-1,-0.6,-0.1,77.8,0.006,100,4.17,rain,0,0,35.1,22.1,342.4,1035.2,100,19.5,18.8,1.6,1,,2019-01-06T08:21:29,2019-01-06T17:11:32,0,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2019-01-07,4.8,2.5,3.6,2.1,-1.9,0,-0.9,72.6,0,0,0,,0,0,31.3,20.7,340.6,1035.4,100,20.6,19.9,1.6,1,,2019-01-07T08:21:17,2019-01-07T17:12:37,0.05,Overcast,Cloudy skies throughout the day.,cloudy,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999,07385099999"
auvergne rhone alpes,2019-01-08,5.1,2.9,3.8,5.1,1,2.6,1.9,87.3,1.368,100,33.33,rain,0,0,15.7,9.3,58.1,1028.8,97.7,6.5,12.7,1,1,,2019-01-08T08:21:02,2019-01-08T17:13:44,0.08,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2019-01-09,4.8,1.9,3.3,0.8,-3.9,-1,0,79.4,0.311,100,41.67,rain,0,0,60.8,30.4,341.9,1021.1,88.6,37.1,37.2,3.1,2,,2019-01-09T08:20:45,2019-01-09T17:14:53,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2019-01-10,3.3,0.9,2,-1.4,-5.1,-3.3,-2.4,73.2,0.011,100,4.17,rain,0,0,49.2,30.2,348.9,1022.8,80.9,34.8,27.3,2.4,2,,2019-01-10T08:20:25,2019-01-10T17:16:03,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2019-01-11,3.2,-0.5,1.2,0.1,-5.7,-3.2,-3.6,71,0,0,0,,0,0,37.8,24.7,347,1028.2,90,16.4,48.1,4,3,,2019-01-11T08:20:02,2019-01-11T17:17:14,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2019-01-12,5.8,0.9,3.3,5,-1.5,1.8,1.3,86.8,0.212,100,16.67,"rain,snow",0,0,22.5,13.8,13,1029.3,100,10.3,22.7,2,1,,2019-01-12T08:19:37,2019-01-12T17:18:27,0.21,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,rain,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2019-01-13,7.6,4,5.6,7.6,1.7,4.5,4.4,91.8,8.837,100,41.67,rain,0,0,17.2,10.2,102.6,1022.1,100,9.1,22.5,2.1,2,,2019-01-13T08:19:09,2019-01-13T17:19:41,0.24,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"07475099999,07481099999,E8103,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2019-01-14,8.3,4.9,7,7.1,3.2,5.4,4.1,82.2,0.982,100,45.83,rain,0,0,48.8,16.2,329.1,1019.9,98.1,35.6,25.1,2.2,1,,2019-01-14T08:18:39,2019-01-14T17:20:57,0.25,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2019-01-15,7.8,-0.7,3.6,6.4,-1.2,2.2,0.5,80.5,0,0,0,,0,0,18.2,11.7,351.5,1024.7,29.1,27.3,43.6,3.9,3,,2019-01-15T08:18:06,2019-01-15T17:22:14,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999,07385099999"
auvergne rhone alpes,2019-01-16,11.9,-2.5,4.3,11.9,-4.5,3,-0.2,75,0,0,0,,0,0,56.4,34.7,185.2,1017.5,53.2,26.8,55.5,4.7,3,,2019-01-16T08:17:31,2019-01-16T17:23:32,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2019-01-17,10.4,1.1,7,10.4,1.1,5.4,2.3,72.9,0.122,100,20.83,rain,0,0,33.1,19.9,225.1,1015.3,77.5,34.3,49.5,4.2,3,,2019-01-17T08:16:53,2019-01-17T17:24:51,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999,07385099999"
auvergne rhone alpes,2019-01-18,3.5,-1.7,1.7,1.4,-3.3,-1.1,-1.8,78.4,0.029,100,8.33,rain,0,0,31.6,17.5,347.2,1019,90.6,28.9,59,5,3,,2019-01-18T08:16:13,2019-01-18T17:26:11,0.41,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999,07385099999"
auvergne rhone alpes,2019-01-19,3.8,-4.9,-1.2,3.8,-4.9,-1.3,-3.3,86.3,0,0,0,,0,0,12.7,4.9,87.6,1015.5,57.9,5.4,64.1,5.4,4,,2019-01-19T08:15:31,2019-01-19T17:27:32,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2019-01-20,8.1,0.3,3.6,8.1,-1.3,3,0.2,79.2,0.012,100,8.33,rain,0,0,14.7,10,17.6,1013.4,96.7,10.6,50.3,4.2,4,,2019-01-20T08:14:46,2019-01-20T17:28:54,0.47,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2019-01-21,3.4,0.8,2.4,1.5,-4.1,-1.4,0.2,85.8,0.039,100,20.83,rain,0,0,34.7,21.9,352.5,1019.5,99.9,5.7,10.8,0.8,1,,2019-01-21T08:13:58,2019-01-21T17:30:16,0.5,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999,07385099999"
auvergne rhone alpes,2019-01-22,3.8,-1.3,0.7,2.3,-5.2,-1.2,-3.5,74.1,0.337,100,8.33,"rain,snow",0,0,22.4,15.4,330.5,1012.4,89.9,11,65.5,5.6,4,,2019-01-22T08:13:09,2019-01-22T17:31:40,0.54,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain or snow.,rain,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2019-01-23,1.8,-0.4,0.6,1.4,-4,-1.5,-1,89.1,4.473,100,58.33,"rain,snow",0,0,34.6,19.7,332,998.8,99.1,12,27.3,2.3,1,,2019-01-23T08:12:17,2019-01-23T17:33:04,0.58,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,rain,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2019-01-24,1.4,-0.8,0.6,-4,-6,-4.9,-3.8,72.9,0,0,0,,0,0,42.9,27.8,349.5,1009.9,99.3,15.8,19.1,1.5,1,,2019-01-24T08:11:23,2019-01-24T17:34:29,0.61,Overcast,Cloudy skies throughout the day.,cloudy,"07475099999,07481099999,E8103,D2904,E9551,07477099999,07480099999,07486099999,07482099999,07385099999"
auvergne rhone alpes,2019-01-25,2.9,-2,-0.2,-0.5,-6.6,-3.9,-5.7,66.5,0,0,0,,0,0,30.4,17.9,358.9,1018.9,55.5,12.9,64.6,5.5,4,,2019-01-25T08:10:27,2019-01-25T17:35:54,0.64,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"07475099999,07481099999,E8103,D2904,07477099999,07480099999,07486099999,07482099999,07385099999"
auvergne rhone alpes,2019-01-26,5.5,0.2,2.4,5.5,-1.2,2.1,-1.5,75.4,0.157,100,8.33,"rain,snow",0,0,12.8,8,123.6,1018.1,98.4,9.8,32.5,2.9,1,,2019-01-26T08:09:28,2019-01-26T17:37:20,0.68,"Snow, Rain, Overcast",Cloudy skies throughout the day with morning rain or snow.,rain,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2019-01-27,10,1.3,5.3,6.8,-1.2,1.8,1,74.3,0.545,100,25,rain,0,0,58,30.8,211.1,1002.8,95.7,37.4,58.6,5.1,3,,2019-01-27T08:08:28,2019-01-27T17:38:47,0.75,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2019-01-28,5.8,1.1,3.6,4,-1.5,1,-1.6,69.5,0.175,100,12.5,rain,0,0,39.6,18.1,317.5,1007.5,91.5,41.4,48,4.1,2,,2019-01-28T08:07:25,2019-01-28T17:40:14,0.75,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"07475099999,07481099999,E8103,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2019-01-29,6.1,-1.6,2.6,4.5,-4.1,0.4,-3.1,67.7,0.106,100,12.5,rain,0,0,60.9,31.2,178.5,1007.4,88.5,42.6,61.1,5.1,4,,2019-01-29T08:06:21,2019-01-29T17:41:41,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"07475099999,07481099999,E8103,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2019-01-30,5.5,2.9,4.2,4.5,-2.6,0.6,-2.8,61.2,0.088,100,25,rain,0,0,65.7,40.5,209.4,1001.7,97.4,52.5,53.8,4.8,3,,2019-01-30T08:05:14,2019-01-30T17:43:09,0.82,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"07475099999,07481099999,E8103,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2019-01-31,8.4,2.4,5.2,4.7,-2.7,1.4,1.3,76.3,0.908,100,25,rain,0,0,57.4,33.6,178.4,996.5,98.6,47.9,40.8,3.6,2,,2019-01-31T08:04:06,2019-01-31T17:44:37,0.85,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2019-02-01,8.9,4.6,6.3,5.1,2.8,3.8,4.2,86.7,14.039,100,75,rain,0,0,67.1,42.7,156.3,990.4,99.4,24.8,27.1,2.3,1,,2019-02-01T08:02:55,2019-02-01T17:46:05,0.88,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2019-02-02,5,1.3,3.1,3.5,-2.7,0.3,1.6,90.1,7.039,100,58.33,rain,0,0,43.1,27.6,336.7,997.5,89.6,14.9,14,1.2,1,,2019-02-02T08:01:43,2019-02-02T17:47:33,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"07475099999,07481099999,E8103,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2019-02-03,3.5,2.1,2.8,-1.5,-3.5,-2.5,-0.6,78.7,6.175,100,45.83,rain,0,0,61.7,39.8,340.8,1017.6,97.4,18.6,14.1,1.2,1,,2019-02-03T08:00:29,2019-02-03T17:49:02,0.95,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999,07385099999"
auvergne rhone alpes,2019-02-04,5,-1,1.6,4,-4.8,-0.7,-2.5,74.8,0,0,0,,0,0,38.5,23.1,5.5,1028.9,57.3,16.7,80.4,6.9,4,,2019-02-04T07:59:13,2019-02-04T17:50:30,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999,07385099999"
auvergne rhone alpes,2019-02-05,7.3,-2.6,1.5,5.7,-2.6,0.9,-2.3,77.5,0,0,0,,0,0,18.7,12.1,24.7,1028.9,27.7,9.6,80.5,6.9,4,,2019-02-05T07:57:56,2019-02-05T17:51:59,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07475099999,07481099999,E9551,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2019-02-06,9.2,-4.1,1.3,8.8,-4.1,0.9,-2.4,78.1,0,0,0,,0,0,13.8,7.5,111.9,1027.4,42.9,8,84.6,7.2,4,,2019-02-06T07:56:36,2019-02-06T17:53:28,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2019-02-07,7.5,0,3,5.9,-1.9,1.8,0.4,83.4,1.704,100,25,rain,0,0,31.9,10.9,137.9,1021.7,85.5,7.5,38.7,3.3,2,,2019-02-07T07:55:15,2019-02-07T17:54:57,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"07475099999,07481099999,E9551,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2019-02-08,9.5,-0.4,4.2,8.3,-0.4,3.4,1.1,81.8,0,0,0,,0,0,35.5,17.5,153,1021.1,81.3,18.6,75.1,6.3,3,,2019-02-08T07:53:53,2019-02-08T17:56:25,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2019-02-09,13,7.8,9.9,13,4.9,8.4,2.5,60.2,0.006,100,4.17,rain,0,0,40.9,23.8,184.2,1018.7,96.4,45.1,63,5.3,3,,2019-02-09T07:52:29,2019-02-09T17:57:54,0.15,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"07475099999,07481099999,E9551,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2019-02-10,11.8,6.2,9.9,11.8,4,8.6,3.3,64,0.351,100,12.5,rain,0,0,76.3,46.4,195.5,1012.7,91.8,41.2,38.6,3.5,3,,2019-02-10T07:51:03,2019-02-10T17:59:23,0.19,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2019-02-11,7.9,2.7,5.2,5.6,0.4,3.6,1.6,77.7,1.761,100,58.33,rain,0,0,48.9,17.1,323.8,1025.2,95.4,39,54.4,4.6,2,,2019-02-11T07:49:36,2019-02-11T18:00:51,0.22,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"07475099999,07481099999,E8103,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2019-02-12,7.5,1.9,4.2,4.5,-1.2,1.4,0.9,79.8,0.037,100,4.17,rain,0,0,31.3,19.6,358.4,1035.5,65.1,24.3,99.8,8.5,5,,2019-02-12T07:48:08,2019-02-12T18:02:20,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2019-02-13,9.8,0.4,3.8,9,-1.5,3,-0.3,75.9,0,0,0,,0,0,22.6,12,15.4,1036.1,53.5,10.9,106.4,9.2,5,,2019-02-13T07:46:38,2019-02-13T18:03:48,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2019-02-14,16.2,-1.4,5.7,16.2,-3.3,5.5,-0.6,68.4,0,0,0,,0,0,20.3,11.4,154.2,1034.9,7.5,16.8,106.7,9.2,5,,2019-02-14T07:45:06,2019-02-14T18:05:16,0.32,Clear,Clear conditions throughout the day.,clear-day,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999,07385099999"
auvergne rhone alpes,2019-02-15,17,-0.9,6.5,17,-0.9,6.4,0.2,67.1,0,0,0,,0,0,10.8,6.3,101.3,1031.3,0,13.3,114.8,9.9,5,,2019-02-15T07:43:34,2019-02-15T18:06:44,0.36,Clear,Clear conditions throughout the day.,clear-day,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2019-02-16,19.1,0,8.6,19.1,-2.2,8.1,-1.4,56.4,0,0,0,,0,0,34,23.5,184.5,1028.9,1.3,26.5,114.8,9.9,5,,2019-02-16T07:42:00,2019-02-16T18:08:12,0.39,Clear,Clear conditions throughout the day.,clear-day,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2019-02-17,18,2.3,10.3,18,0.2,9.5,0.1,51.7,0,0,0,,0,0,45.1,27.3,164.7,1025.6,0.4,34.2,118.4,10.3,6,,2019-02-17T07:40:25,2019-02-17T18:09:39,0.43,Clear,Clear conditions throughout the day.,clear-day,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2019-02-18,14.7,5.6,10,14.7,4,8.7,2.5,61.1,0,0,0,,0,0,54.4,34.9,180.9,1022.5,17.5,41.8,126.2,10.8,6,,2019-02-18T07:38:49,2019-02-18T18:11:07,0.46,Clear,Clear conditions throughout the day.,clear-day,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2019-02-19,14.7,1.9,7.3,14.7,0.1,6.9,2.1,71.5,0,0,0,,0,0,20.5,9.9,183.7,1023.1,8.4,21.5,118.3,10.1,5,,2019-02-19T07:37:11,2019-02-19T18:12:34,0.5,Clear,Clear conditions throughout the day.,clear-day,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2019-02-20,15,0.5,6.8,15,-1.3,6.7,1.7,72.3,0,0,0,,0,0,13.7,8.2,161.2,1025.1,24.2,13.4,122.3,10.6,5,,2019-02-20T07:35:33,2019-02-20T18:14:01,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2019-02-21,16.4,0.7,7.6,16.4,0.7,7.4,1.6,68.9,0,0,0,,0,0,14.8,7.3,346.2,1029.5,2.9,12.2,127.6,11.1,5,,2019-02-21T07:33:53,2019-02-21T18:15:27,0.56,Clear,Clear conditions throughout the day.,clear-day,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2019-02-22,17,1.9,9.8,17,0.1,9.4,4.1,69.5,0,0,0,,0,0,47.6,32.7,346.6,1031.5,3,15.4,138.2,11.7,6,,2019-02-22T07:32:13,2019-02-22T18:16:53,0.59,Clear,Clear conditions throughout the day.,clear-day,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2019-02-23,13.3,2.5,8,13.3,2.5,7.5,3.3,73.5,0,0,0,,0,0,24.4,15,343.5,1030.7,28.2,9.9,137,11.8,6,,2019-02-23T07:30:31,2019-02-23T18:18:19,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999"
